"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","minute","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y"
"1074","Stephen Curry","Golden State Warriors","11/26/16",2016,1,9,47,9,"shot_yes","Running Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-238,70
"1075","Stephen Curry","Golden State Warriors","1/28/17",2016,1,8,36,8,"shot_yes","Running Jump Shot","3PT Field Goal",29,"Los Angeles Clippers",63,287
"1076","Stephen Curry","Golden State Warriors","1/8/17",2016,1,2,54,2,"shot_no","Running Jump Shot","2PT Field Goal",14,"Sacramento Kings",143,3
"1077","Stephen Curry","Golden State Warriors","12/7/16",2016,2,0,0,12,"shot_no","Running Jump Shot","3PT Field Goal",64,"Los Angeles Clippers",164,626
"1078","Stephen Curry","Golden State Warriors","1/16/17",2016,3,10,49,34,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",168,193
"1079","Stephen Curry","Golden State Warriors","1/6/17",2016,3,5,16,29,"shot_yes","Running Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",120,232
"1080","Stephen Curry","Golden State Warriors","1/16/17",2016,1,3,58,3,"shot_yes","Running Jump Shot","3PT Field Goal",27,"Cleveland Cavaliers",-202,193
"1081","Stephen Curry","Golden State Warriors","3/31/17",2016,3,6,22,30,"shot_yes","Running Jump Shot","3PT Field Goal",23,"Houston Rockets",230,65
"1082","Stephen Curry","Golden State Warriors","3/18/17",2016,2,0,27,12,"shot_yes","Running Jump Shot","3PT Field Goal",33,"Milwaukee Bucks",-143,298
"1083","Stephen Curry","Golden State Warriors","4/4/17",2016,1,3,40,3,"shot_yes","Running Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",1,267
"1084","Stephen Curry","Golden State Warriors","12/8/16",2016,3,2,45,26,"shot_yes","Running Jump Shot","3PT Field Goal",24,"Utah Jazz",125,213
"1085","Stephen Curry","Golden State Warriors","11/13/16",2016,4,5,8,41,"shot_no","Running Jump Shot","2PT Field Goal",4,"Phoenix Suns",9,43
"1086","Stephen Curry","Golden State Warriors","12/10/16",2016,2,3,3,15,"shot_no","Running Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",205,159
"1087","Stephen Curry","Golden State Warriors","12/10/16",2016,3,4,42,28,"shot_no","Running Jump Shot","2PT Field Goal",3,"Memphis Grizzlies",30,7
"1088","Stephen Curry","Golden State Warriors","12/10/16",2016,1,3,23,3,"shot_no","Running Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",42,249
"1089","Stephen Curry","Golden State Warriors","3/20/17",2016,1,10,9,10,"shot_no","Running Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-169,174
"1090","Stephen Curry","Golden State Warriors","10/25/16",2016,2,3,17,15,"shot_yes","Running Jump Shot","3PT Field Goal",27,"San Antonio Spurs",114,247
"1091","Stephen Curry","Golden State Warriors","1/22/17",2016,3,1,9,25,"shot_yes","Running Jump Shot","3PT Field Goal",29,"Orlando Magic",177,239
"1092","Stephen Curry","Golden State Warriors","1/22/17",2016,3,9,58,33,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Orlando Magic",238,95
"1093","Stephen Curry","Golden State Warriors","2/15/17",2016,1,8,34,8,"shot_yes","Running Jump Shot","2PT Field Goal",9,"Sacramento Kings",88,44
"1094","Stephen Curry","Golden State Warriors","2/15/17",2016,3,7,34,31,"shot_yes","Running Jump Shot","3PT Field Goal",30,"Sacramento Kings",-122,283
"1095","Stephen Curry","Golden State Warriors","12/8/16",2016,4,3,26,39,"shot_no","Running Jump Shot","3PT Field Goal",23,"Utah Jazz",-225,80
"1096","Stephen Curry","Golden State Warriors","2/25/17",2016,2,0,29,12,"shot_no","Running Jump Shot","3PT Field Goal",26,"Brooklyn Nets",0,267
"1097","Stephen Curry","Golden State Warriors","12/30/16",2016,3,11,18,35,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Dallas Mavericks",205,149
"1098","Stephen Curry","Golden State Warriors","2/1/17",2016,2,1,19,13,"shot_yes","Running Jump Shot","3PT Field Goal",31,"Charlotte Hornets",-61,306
"1099","Stephen Curry","Golden State Warriors","2/1/17",2016,1,9,32,9,"shot_yes","Running Jump Shot","3PT Field Goal",29,"Charlotte Hornets",25,298
"1100","Stephen Curry","Golden State Warriors","12/20/16",2016,3,8,25,32,"shot_yes","Running Jump Shot","3PT Field Goal",26,"Utah Jazz",32,262
"1101","Stephen Curry","Golden State Warriors","2/23/17",2016,1,1,38,1,"shot_yes","Running Jump Shot","3PT Field Goal",27,"Los Angeles Clippers",-32,269
"1102","Stephen Curry","Golden State Warriors","3/31/17",2016,1,10,41,10,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Houston Rockets",42,249
"1103","Stephen Curry","Golden State Warriors","2/23/17",2016,1,2,31,2,"shot_yes","Running Jump Shot","2PT Field Goal",20,"Los Angeles Clippers",-99,175
"1104","Stephen Curry","Golden State Warriors","11/9/16",2016,2,8,10,20,"shot_yes","Running Jump Shot","3PT Field Goal",30,"Dallas Mavericks",-137,277
"1105","Stephen Curry","Golden State Warriors","3/20/17",2016,1,6,18,6,"shot_yes","Running Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",-228,8
"1106","Stephen Curry","Golden State Warriors","3/21/17",2016,3,0,0,24,"shot_no","Running Jump Shot","3PT Field Goal",49,"Dallas Mavericks",191,452
"1107","Stephen Curry","Golden State Warriors","12/28/16",2016,1,7,49,7,"shot_yes","Running Jump Shot","3PT Field Goal",27,"Toronto Raptors",-29,272
"1108","Stephen Curry","Golden State Warriors","2/10/17",2016,3,7,5,31,"shot_yes","Running Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",-7,2
"1109","Stephen Curry","Golden State Warriors","1/20/17",2016,1,6,4,6,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Houston Rockets",4,16
"1110","Stephen Curry","Golden State Warriors","12/30/16",2016,2,2,13,14,"shot_no","Running Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-4,23
"1111","Stephen Curry","Golden State Warriors","1/28/17",2016,1,6,21,6,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-7,8
"1112","Stephen Curry","Golden State Warriors","2/2/17",2016,3,6,7,30,"shot_yes","Running Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-1,28
"1113","Stephen Curry","Golden State Warriors","2/2/17",2016,3,9,59,33,"shot_no","Running Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",25,7
"1114","Stephen Curry","Golden State Warriors","2/2/17",2016,3,2,1,26,"shot_no","Running Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",10,21
"1115","Stephen Curry","Golden State Warriors","10/30/16",2016,4,9,51,45,"shot_no","Running Layup Shot","2PT Field Goal",1,"Phoenix Suns",-2,18
"1116","Stephen Curry","Golden State Warriors","12/7/16",2016,1,4,17,4,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-6,11
"1117","Stephen Curry","Golden State Warriors","12/7/16",2016,3,7,47,31,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",6,8
"1118","Stephen Curry","Golden State Warriors","1/6/17",2016,1,4,28,4,"shot_yes","Running Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",10,18
"1119","Stephen Curry","Golden State Warriors","3/21/17",2016,3,6,18,30,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Dallas Mavericks",15,7
"1120","Stephen Curry","Golden State Warriors","11/18/16",2016,4,4,30,40,"shot_no","Running Layup Shot","2PT Field Goal",0,"Boston Celtics",-7,3
"1121","Stephen Curry","Golden State Warriors","1/6/17",2016,3,2,50,26,"shot_no","Running Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",2,7
"1122","Stephen Curry","Golden State Warriors","10/30/16",2016,2,1,46,13,"shot_yes","Running Layup Shot","2PT Field Goal",5,"Phoenix Suns",-35,36
"1123","Stephen Curry","Golden State Warriors","12/22/16",2016,2,1,59,13,"shot_no","Running Layup Shot","2PT Field Goal",2,"Brooklyn Nets",-22,-6
"1124","Stephen Curry","Golden State Warriors","1/25/17",2016,2,3,16,15,"shot_no","Running Layup Shot","2PT Field Goal",1,"Charlotte Hornets",9,7
"1125","Stephen Curry","Golden State Warriors","11/19/16",2016,1,5,9,5,"shot_yes","Running Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",2,0
"1126","Stephen Curry","Golden State Warriors","11/25/16",2016,1,9,0,9,"shot_no","Running Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-2,11
"1127","Stephen Curry","Golden State Warriors","12/1/16",2016,3,5,1,29,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Houston Rockets",9,16
"1128","Stephen Curry","Golden State Warriors","11/25/16",2016,3,7,37,31,"shot_yes","Running Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1
"1129","Stephen Curry","Golden State Warriors","3/14/17",2016,1,5,21,5,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",10,16
"1130","Stephen Curry","Golden State Warriors","12/8/16",2016,4,1,29,37,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Utah Jazz",19,2
"1131","Stephen Curry","Golden State Warriors","1/16/17",2016,2,4,18,16,"shot_no","Running Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",4,2
"1132","Stephen Curry","Golden State Warriors","11/16/16",2016,3,7,27,31,"shot_yes","Running Layup Shot","2PT Field Goal",3,"Toronto Raptors",35,-6
"1133","Stephen Curry","Golden State Warriors","2/11/17",2016,1,3,19,3,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",10,7
"1134","Stephen Curry","Golden State Warriors","2/25/17",2016,3,0,2,24,"shot_yes","Running Layup Shot","2PT Field Goal",2,"Brooklyn Nets",20,7
"1135","Stephen Curry","Golden State Warriors","11/16/16",2016,2,3,20,15,"shot_yes","Running Layup Shot","2PT Field Goal",0,"Toronto Raptors",-1,3
"1136","Stephen Curry","Golden State Warriors","1/8/17",2016,3,3,1,27,"shot_yes","Running Layup Shot","2PT Field Goal",2,"Sacramento Kings",-2,21
"1137","Stephen Curry","Golden State Warriors","3/20/17",2016,1,5,50,5,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-42,257
"1138","Stephen Curry","Golden State Warriors","1/22/17",2016,2,2,51,14,"shot_yes","Running Pull-Up Jump Shot","3PT Field Goal",28,"Orlando Magic",10,282
"1139","Stephen Curry","Golden State Warriors","3/6/17",2016,2,0,37,12,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",27,"Atlanta Hawks",-109,249
"1140","Stephen Curry","Golden State Warriors","3/20/17",2016,1,8,33,8,"shot_yes","Running Pull-Up Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",51,234
"1141","Stephen Curry","Golden State Warriors","11/25/16",2016,4,6,9,42,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",111,232
"1142","Stephen Curry","Golden State Warriors","11/25/16",2016,1,7,28,7,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-180,163
"1143","Stephen Curry","Golden State Warriors","3/2/17",2016,4,1,1,37,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",25,"Chicago Bulls",55,249
"1144","Stephen Curry","Golden State Warriors","12/7/16",2016,3,8,5,32,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",141,223
"1145","Stephen Curry","Golden State Warriors","2/2/17",2016,1,11,13,11,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",28,"Los Angeles Clippers",-9,282
"1146","Stephen Curry","Golden State Warriors","3/18/17",2016,1,0,35,0,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",4,16
"1147","Stephen Curry","Golden State Warriors","3/18/17",2016,1,6,51,6,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",-19,7
"1148","Stephen Curry","Golden State Warriors","3/28/17",2016,1,2,44,2,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",1,"Houston Rockets",12,-6
"1149","Stephen Curry","Golden State Warriors","11/18/16",2016,1,11,6,11,"shot_no","Running Reverse Layup Shot","2PT Field Goal",1,"Boston Celtics",9,8
"1150","Stephen Curry","Golden State Warriors","1/28/17",2016,3,1,46,25,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-7,11
"1151","Stephen Curry","Golden State Warriors","12/20/16",2016,1,3,28,3,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",0,"Utah Jazz",-2,7
"1152","Stephen Curry","Golden State Warriors","3/2/17",2016,1,9,35,9,"shot_no","Running Reverse Layup Shot","2PT Field Goal",1,"Chicago Bulls",-17,8
"1153","Stephen Curry","Golden State Warriors","11/13/16",2016,1,9,14,9,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",0,"Phoenix Suns",-9,3
"1154","Stephen Curry","Golden State Warriors","1/18/17",2016,2,0,14,12,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",14,7
"1155","Stephen Curry","Golden State Warriors","3/26/17",2016,1,8,48,8,"shot_no","Running Reverse Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-11,21
"1156","Stephen Curry","Golden State Warriors","11/26/16",2016,1,0,30,0,"shot_no","Running Reverse Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,23
"1157","Stephen Curry","Golden State Warriors","10/30/16",2016,2,5,16,17,"shot_no","Step Back Bank Jump Shot","2PT Field Goal",13,"Phoenix Suns",-129,43
"1158","Stephen Curry","Golden State Warriors","12/22/16",2016,2,0,39,12,"shot_yes","Step Back Bank Jump Shot","2PT Field Goal",14,"Brooklyn Nets",-104,100
"1159","Stephen Curry","Golden State Warriors","3/31/17",2016,1,5,35,5,"shot_no","Step Back Jump shot","2PT Field Goal",14,"Houston Rockets",-16,149
"1160","Stephen Curry","Golden State Warriors","11/3/16",2016,2,1,29,13,"shot_yes","Step Back Jump shot","2PT Field Goal",18,"Oklahoma City Thunder",32,178
"1161","Stephen Curry","Golden State Warriors","3/20/17",2016,2,3,49,15,"shot_yes","Step Back Jump shot","3PT Field Goal",22,"Oklahoma City Thunder",-225,8
"1162","Stephen Curry","Golden State Warriors","12/11/16",2016,3,7,23,31,"shot_yes","Step Back Jump shot","2PT Field Goal",19,"Minnesota Timberwolves",128,144
"1163","Stephen Curry","Golden State Warriors","11/28/16",2016,1,1,33,1,"shot_yes","Step Back Jump shot","3PT Field Goal",27,"Atlanta Hawks",-169,213
"1164","Stephen Curry","Golden State Warriors","3/20/17",2016,1,1,54,1,"shot_no","Step Back Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",132,203
"1165","Stephen Curry","Golden State Warriors","2/27/17",2016,1,10,10,10,"shot_no","Step Back Jump shot","3PT Field Goal",25,"Philadelphia 76ers",78,242
"1166","Stephen Curry","Golden State Warriors","3/20/17",2016,3,0,0,24,"shot_yes","Step Back Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",-25,249
"1167","Stephen Curry","Golden State Warriors","2/13/17",2016,1,11,24,11,"shot_yes","Step Back Jump shot","2PT Field Goal",16,"Denver Nuggets",30,159
"1168","Stephen Curry","Golden State Warriors","11/9/16",2016,4,11,5,47,"shot_yes","Step Back Jump shot","2PT Field Goal",20,"Dallas Mavericks",163,129
"1169","Stephen Curry","Golden State Warriors","11/9/16",2016,2,0,6,12,"shot_no","Step Back Jump shot","3PT Field Goal",26,"Dallas Mavericks",-35,264
"1170","Stephen Curry","Golden State Warriors","11/9/16",2016,2,5,23,17,"shot_yes","Step Back Jump shot","3PT Field Goal",25,"Dallas Mavericks",182,178
"1171","Stephen Curry","Golden State Warriors","2/25/17",2016,4,5,21,41,"shot_yes","Step Back Jump shot","2PT Field Goal",21,"Brooklyn Nets",-215,26
"1172","Stephen Curry","Golden State Warriors","11/28/16",2016,2,6,57,18,"shot_no","Step Back Jump shot","2PT Field Goal",19,"Atlanta Hawks",-24,190
"1173","Stephen Curry","Golden State Warriors","3/31/17",2016,1,3,25,3,"shot_yes","Step Back Jump shot","2PT Field Goal",19,"Houston Rockets",-119,154
"1174","Stephen Curry","Golden State Warriors","3/24/17",2016,4,3,45,39,"shot_yes","Step Back Jump shot","3PT Field Goal",28,"Sacramento Kings",-48,277
"1175","Stephen Curry","Golden State Warriors","3/26/17",2016,3,0,3,24,"shot_yes","Step Back Jump shot","2PT Field Goal",12,"Memphis Grizzlies",-35,115
"1176","Stephen Curry","Golden State Warriors","12/20/16",2016,3,1,24,25,"shot_yes","Step Back Jump shot","3PT Field Goal",24,"Utah Jazz",169,183
"1177","Stephen Curry","Golden State Warriors","12/28/16",2016,1,1,13,1,"shot_no","Step Back Jump shot","3PT Field Goal",26,"Toronto Raptors",-91,244
"1178","Stephen Curry","Golden State Warriors","12/5/16",2016,1,1,6,1,"shot_no","Step Back Jump shot","3PT Field Goal",25,"Indiana Pacers",40,254
"1179","Stephen Curry","Golden State Warriors","2/11/17",2016,3,1,21,25,"shot_no","Step Back Jump shot","2PT Field Goal",20,"Oklahoma City Thunder",156,126
"1180","Stephen Curry","Golden State Warriors","11/7/16",2016,3,5,41,29,"shot_no","Step Back Jump shot","2PT Field Goal",19,"New Orleans Pelicans",128,144
"1181","Stephen Curry","Golden State Warriors","3/16/17",2016,1,0,0,0,"shot_no","Step Back Jump shot","3PT Field Goal",27,"Orlando Magic",-201,193
"1182","Stephen Curry","Golden State Warriors","3/24/17",2016,1,7,40,7,"shot_no","Step Back Jump shot","3PT Field Goal",26,"Sacramento Kings",-142,224
"1183","Stephen Curry","Golden State Warriors","12/20/16",2016,2,0,27,12,"shot_yes","Step Back Jump shot","3PT Field Goal",25,"Utah Jazz",128,219
"1184","Stephen Curry","Golden State Warriors","2/23/17",2016,1,7,59,7,"shot_no","Step Back Jump shot","3PT Field Goal",26,"Los Angeles Clippers",-106,242
"1185","Stephen Curry","Golden State Warriors","10/25/16",2016,1,8,6,8,"shot_yes","Step Back Jump shot","3PT Field Goal",25,"San Antonio Spurs",189,174
"1186","Stephen Curry","Golden State Warriors","2/8/17",2016,1,0,32,0,"shot_yes","Step Back Jump shot","2PT Field Goal",21,"Chicago Bulls",-142,165
"1187","Stephen Curry","Golden State Warriors","1/2/17",2016,4,1,47,37,"shot_no","Step Back Jump shot","2PT Field Goal",19,"Denver Nuggets",61,188
"1188","Stephen Curry","Golden State Warriors","11/23/16",2016,1,1,49,1,"shot_yes","Step Back Jump shot","3PT Field Goal",26,"Los Angeles Lakers",-187,188
"1189","Stephen Curry","Golden State Warriors","11/18/16",2016,3,11,25,35,"shot_no","Step Back Jump shot","3PT Field Goal",26,"Boston Celtics",135,223
"1190","Stephen Curry","Golden State Warriors","3/28/17",2016,3,8,12,32,"shot_yes","Step Back Jump shot","3PT Field Goal",24,"Houston Rockets",-174,178
"1191","Stephen Curry","Golden State Warriors","2/2/17",2016,2,2,37,14,"shot_yes","Step Back Jump shot","3PT Field Goal",24,"Los Angeles Clippers",128,214
"1192","Stephen Curry","Golden State Warriors","3/5/17",2016,4,4,12,40,"shot_no","Step Back Jump shot","3PT Field Goal",24,"New York Knicks",-155,195
"1193","Stephen Curry","Golden State Warriors","3/5/17",2016,4,1,9,37,"shot_yes","Step Back Jump shot","2PT Field Goal",22,"New York Knicks",-147,165
"1194","Stephen Curry","Golden State Warriors","12/28/16",2016,2,0,34,12,"shot_yes","Step Back Jump shot","3PT Field Goal",27,"Toronto Raptors",-147,229
"1195","Stephen Curry","Golden State Warriors","1/20/17",2016,1,2,20,2,"shot_yes","Step Back Jump shot","3PT Field Goal",25,"Houston Rockets",-161,192
"1196","Stephen Curry","Golden State Warriors","2/11/17",2016,3,0,58,24,"shot_no","Step Back Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",-76,228
"1197","Stephen Curry","Golden State Warriors","12/1/16",2016,3,0,40,24,"shot_no","Step Back Jump shot","2PT Field Goal",19,"Houston Rockets",145,124
"1198","Stephen Curry","Golden State Warriors","12/1/16",2016,4,1,49,37,"shot_yes","Step Back Jump shot","2PT Field Goal",20,"Houston Rockets",110,169
"1199","Stephen Curry","Golden State Warriors","3/26/17",2016,2,3,17,15,"shot_yes","Step Back Jump shot","3PT Field Goal",22,"Memphis Grizzlies",225,16
"1200","Stephen Curry","Golden State Warriors","12/17/16",2016,1,9,13,9,"shot_yes","Step Back Jump shot","3PT Field Goal",28,"Portland Trail Blazers",-169,229
"1201","Stephen Curry","Golden State Warriors","11/7/16",2016,1,3,35,3,"shot_yes","Step Back Jump shot","3PT Field Goal",23,"New Orleans Pelicans",-233,31
"1202","Stephen Curry","Golden State Warriors","2/11/17",2016,2,3,56,15,"shot_yes","Step Back Jump shot","2PT Field Goal",18,"Oklahoma City Thunder",-186,26
"1203","Stephen Curry","Golden State Warriors","4/4/17",2016,3,7,45,31,"shot_yes","Step Back Jump shot","2PT Field Goal",16,"Minnesota Timberwolves",-169,7
"1204","Stephen Curry","Golden State Warriors","4/4/17",2016,1,1,48,1,"shot_no","Step Back Jump shot","2PT Field Goal",19,"Minnesota Timberwolves",107,164
"1205","Stephen Curry","Golden State Warriors","3/14/17",2016,4,9,18,45,"shot_no","Step Back Jump shot","3PT Field Goal",25,"Philadelphia 76ers",-94,242
"1206","Stephen Curry","Golden State Warriors","2/11/17",2016,1,8,13,8,"shot_no","Step Back Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",-230,51
"1207","Stephen Curry","Golden State Warriors","3/29/17",2016,1,7,46,7,"shot_yes","Step Back Jump shot","3PT Field Goal",25,"San Antonio Spurs",-225,115
"1208","Stephen Curry","Golden State Warriors","3/26/17",2016,4,3,36,39,"shot_yes","Step Back Jump shot","3PT Field Goal",26,"Memphis Grizzlies",151,223
"1209","Stephen Curry","Golden State Warriors","1/2/17",2016,3,7,28,31,"shot_no","Step Back Jump shot","3PT Field Goal",29,"Denver Nuggets",56,288
"1210","Stephen Curry","Golden State Warriors","1/20/17",2016,4,4,50,40,"shot_no","Step Back Jump shot","2PT Field Goal",18,"Houston Rockets",184,36
"1211","Stephen Curry","Golden State Warriors","1/20/17",2016,2,0,0,12,"shot_yes","Step Back Jump shot","3PT Field Goal",24,"Houston Rockets",-81,232
"1212","Stephen Curry","Golden State Warriors","3/5/17",2016,3,1,1,25,"shot_yes","Step Back Jump shot","3PT Field Goal",22,"New York Knicks",-228,-11
"1213","Stephen Curry","Golden State Warriors","2/1/17",2016,3,1,19,25,"shot_yes","Step Back Jump shot","2PT Field Goal",20,"Charlotte Hornets",-110,174
"1214","Stephen Curry","Golden State Warriors","12/22/16",2016,3,9,28,33,"shot_yes","Step Back Jump shot","2PT Field Goal",21,"Brooklyn Nets",-209,21
"1215","Stephen Curry","Golden State Warriors","11/26/16",2016,3,6,49,30,"shot_no","Step Back Jump shot","2PT Field Goal",14,"Minnesota Timberwolves",148,11
"1216","Stephen Curry","Golden State Warriors","1/25/17",2016,1,10,2,10,"shot_yes","Step Back Jump shot","2PT Field Goal",15,"Charlotte Hornets",-102,121
"1217","Stephen Curry","Golden State Warriors","2/15/17",2016,3,3,51,27,"shot_no","Step Back Jump shot","3PT Field Goal",27,"Sacramento Kings",-222,156
"1218","Stephen Curry","Golden State Warriors","1/6/17",2016,2,3,53,15,"shot_yes","Step Back Jump shot","2PT Field Goal",17,"Memphis Grizzlies",-106,139
"1219","Stephen Curry","Golden State Warriors","1/20/17",2016,4,5,15,41,"shot_no","Step Back Jump shot","2PT Field Goal",18,"Houston Rockets",-187,31
"1220","Stephen Curry","Golden State Warriors","12/7/16",2016,2,2,35,14,"shot_no","Step Back Jump shot","3PT Field Goal",24,"Los Angeles Clippers",-132,210
"1221","Stephen Curry","Golden State Warriors","2/1/17",2016,3,6,53,30,"shot_yes","Step Back Jump shot","3PT Field Goal",26,"Charlotte Hornets",-132,232
"1222","Stephen Curry","Golden State Warriors","11/18/16",2016,2,4,53,16,"shot_yes","Step Back Jump shot","2PT Field Goal",22,"Boston Celtics",-66,218
"1223","Stephen Curry","Golden State Warriors","2/13/17",2016,1,8,56,8,"shot_yes","Step Back Jump shot","2PT Field Goal",21,"Denver Nuggets",-127,174
"1224","Stephen Curry","Golden State Warriors","2/1/17",2016,3,0,56,24,"shot_yes","Step Back Jump shot","3PT Field Goal",25,"Charlotte Hornets",-214,141
"1225","Stephen Curry","Golden State Warriors","1/6/17",2016,2,2,58,14,"shot_no","Step Back Jump shot","3PT Field Goal",25,"Memphis Grizzlies",187,170
"1226","Stephen Curry","Golden State Warriors","2/2/17",2016,3,10,54,34,"shot_yes","Step Back Jump shot","3PT Field Goal",27,"Los Angeles Clippers",171,210
"1227","Stephen Curry","Golden State Warriors","3/6/17",2016,1,0,45,0,"shot_yes","Step Back Jump shot","3PT Field Goal",24,"Atlanta Hawks",125,208
"1228","Stephen Curry","Golden State Warriors","2/8/17",2016,3,7,15,31,"shot_yes","Step Back Jump shot","2PT Field Goal",17,"Chicago Bulls",-6,178
"1229","Stephen Curry","Golden State Warriors","3/2/17",2016,4,0,32,36,"shot_no","Step Back Jump shot","2PT Field Goal",19,"Chicago Bulls",-194,18
"1230","Stephen Curry","Golden State Warriors","2/11/17",2016,4,2,19,38,"shot_yes","Step Back Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",119,213
"1231","Stephen Curry","Golden State Warriors","3/21/17",2016,3,3,42,27,"shot_no","Step Back Jump shot","3PT Field Goal",23,"Dallas Mavericks",233,3
"1232","Stephen Curry","Golden State Warriors","3/28/17",2016,4,0,45,36,"shot_yes","Step Back Jump shot","2PT Field Goal",18,"Houston Rockets",-53,174
"1233","Stephen Curry","Golden State Warriors","11/26/16",2016,3,8,6,32,"shot_yes","Step Back Jump shot","2PT Field Goal",19,"Minnesota Timberwolves",78,180
"1234","Stephen Curry","Golden State Warriors","12/15/16",2016,2,7,40,19,"shot_no","Tip Layup Shot","2PT Field Goal",0,"New York Knicks",-1,2
"1235","Stephen Curry","Golden State Warriors","11/7/16",2016,1,10,4,10,"shot_yes","Tip Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",1,11
"1236","Stephen Curry","Golden State Warriors","11/16/16",2016,3,4,51,28,"shot_no","Tip Layup Shot","2PT Field Goal",0,"Toronto Raptors",0,9
"1237","Stephen Curry","Golden State Warriors","11/21/16",2016,2,0,36,12,"shot_yes","Turnaround Bank shot","2PT Field Goal",7,"Indiana Pacers",71,3
"1238","Stephen Curry","Golden State Warriors","3/26/17",2016,4,2,58,38,"shot_yes","Turnaround Bank shot","2PT Field Goal",16,"Memphis Grizzlies",137,100
"1239","Stephen Curry","Golden State Warriors","3/31/17",2016,4,0,46,36,"shot_yes","Turnaround Bank shot","2PT Field Goal",10,"Houston Rockets",-91,61
"1240","Stephen Curry","Golden State Warriors","3/16/17",2016,2,11,6,23,"shot_yes","Turnaround Bank shot","2PT Field Goal",8,"Orlando Magic",71,38
"1241","Stephen Curry","Golden State Warriors","12/30/16",2016,3,1,11,25,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",15,"Dallas Mavericks",153,31
"1242","Stephen Curry","Golden State Warriors","10/30/16",2016,4,0,25,36,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",17,"Phoenix Suns",-169,21
"1243","Stephen Curry","Golden State Warriors","3/31/17",2016,1,8,30,8,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",16,"Houston Rockets",110,129
"1244","Stephen Curry","Golden State Warriors","3/14/17",2016,2,2,43,14,"shot_no","Turnaround Jump Shot","2PT Field Goal",20,"Philadelphia 76ers",2,205
