"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","minute","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y"
"1","Stephen Curry","Golden State Warriors","12/15/16",2016,3,3,51,27,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",3,"New York Knicks",25,21
"2","Stephen Curry","Golden State Warriors","10/28/16",2016,3,9,14,33,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",9,26
"3","Stephen Curry","Golden State Warriors","11/1/16",2016,2,5,8,17,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-22,2
"4","Stephen Curry","Golden State Warriors","12/1/16",2016,3,5,27,29,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Houston Rockets",2,7
"5","Stephen Curry","Golden State Warriors","4/4/17",2016,3,2,4,26,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",1,26
"6","Stephen Curry","Golden State Warriors","11/19/16",2016,4,5,36,41,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",2,7
"7","Stephen Curry","Golden State Warriors","11/21/16",2016,3,9,51,33,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Indiana Pacers",-1,2
"8","Stephen Curry","Golden State Warriors","3/29/17",2016,2,1,40,13,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"San Antonio Spurs",28,0
"9","Stephen Curry","Golden State Warriors","11/25/16",2016,3,10,59,34,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",13,6
"10","Stephen Curry","Golden State Warriors","12/28/16",2016,3,3,54,27,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Toronto Raptors",-9,8
"11","Stephen Curry","Golden State Warriors","3/28/17",2016,4,9,36,45,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Houston Rockets",-4,-5
"12","Stephen Curry","Golden State Warriors","12/11/16",2016,4,3,34,39,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",14,7
"13","Stephen Curry","Golden State Warriors","12/10/16",2016,3,4,12,28,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-24,-6
"14","Stephen Curry","Golden State Warriors","2/27/17",2016,1,9,29,9,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Philadelphia 76ers",-7,-6
"15","Stephen Curry","Golden State Warriors","3/6/17",2016,1,1,40,1,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Atlanta Hawks",20,7
"16","Stephen Curry","Golden State Warriors","3/21/17",2016,1,8,40,8,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Dallas Mavericks",12,-1
"17","Stephen Curry","Golden State Warriors","12/3/16",2016,3,9,14,33,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Phoenix Suns",0,11
"18","Stephen Curry","Golden State Warriors","2/27/17",2016,4,5,51,41,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",12,7
"19","Stephen Curry","Golden State Warriors","12/7/16",2016,1,3,8,3,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-7,21
"20","Stephen Curry","Golden State Warriors","3/16/17",2016,3,5,51,29,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Orlando Magic",22,18
"21","Stephen Curry","Golden State Warriors","1/6/17",2016,1,8,39,8,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",4,11
"22","Stephen Curry","Golden State Warriors","10/28/16",2016,3,3,12,27,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",17,7
"23","Stephen Curry","Golden State Warriors","11/23/16",2016,3,2,55,26,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",1,11
"24","Stephen Curry","Golden State Warriors","2/2/17",2016,4,6,16,42,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",22,16
"25","Stephen Curry","Golden State Warriors","12/17/16",2016,1,3,20,3,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-1,23
"26","Stephen Curry","Golden State Warriors","12/20/16",2016,2,1,36,13,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Utah Jazz",-1,16
"27","Stephen Curry","Golden State Warriors","11/25/16",2016,4,2,31,38,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",8,-2
"28","Stephen Curry","Golden State Warriors","3/26/17",2016,3,8,9,32,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",9,21
"29","Stephen Curry","Golden State Warriors","2/10/17",2016,1,2,41,2,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",24,7
"30","Stephen Curry","Golden State Warriors","1/28/17",2016,1,11,22,11,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-7,16
"31","Stephen Curry","Golden State Warriors","12/25/16",2016,4,4,28,40,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",1,-5
"32","Stephen Curry","Golden State Warriors","11/19/16",2016,3,8,3,32,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",0,7
"33","Stephen Curry","Golden State Warriors","11/23/16",2016,2,2,41,14,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",10,16
"34","Stephen Curry","Golden State Warriors","2/15/17",2016,1,9,28,9,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Sacramento Kings",6,16
"35","Stephen Curry","Golden State Warriors","12/7/16",2016,1,7,6,7,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",25,2
"36","Stephen Curry","Golden State Warriors","12/7/16",2016,2,4,38,16,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",6,21
"37","Stephen Curry","Golden State Warriors","11/21/16",2016,3,6,46,30,"shot_yes","Driving Bank shot","2PT Field Goal",11,"Indiana Pacers",-110,36
"38","Stephen Curry","Golden State Warriors","1/6/17",2016,4,1,20,37,"shot_yes","Driving Bank shot","2PT Field Goal",6,"Memphis Grizzlies",-43,46
"39","Stephen Curry","Golden State Warriors","11/26/16",2016,1,2,41,2,"shot_yes","Driving Bank shot","2PT Field Goal",3,"Minnesota Timberwolves",12,31
"40","Stephen Curry","Golden State Warriors","2/2/17",2016,1,4,7,4,"shot_yes","Driving Bank shot","2PT Field Goal",5,"Los Angeles Clippers",-52,18
"41","Stephen Curry","Golden State Warriors","11/13/16",2016,2,5,30,17,"shot_yes","Driving Bank shot","2PT Field Goal",11,"Phoenix Suns",-70,85
"42","Stephen Curry","Golden State Warriors","11/9/16",2016,2,8,42,20,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Dallas Mavericks",10,16
"43","Stephen Curry","Golden State Warriors","1/4/17",2016,1,5,53,5,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-7,26
"44","Stephen Curry","Golden State Warriors","11/18/16",2016,2,1,52,13,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Boston Celtics",-25,7
"45","Stephen Curry","Golden State Warriors","11/18/16",2016,4,0,48,36,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",-9,16
"46","Stephen Curry","Golden State Warriors","11/13/16",2016,3,1,6,25,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Phoenix Suns",-1,21
"47","Stephen Curry","Golden State Warriors","3/29/17",2016,3,5,22,29,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,-5
"48","Stephen Curry","Golden State Warriors","1/2/17",2016,1,2,24,2,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Denver Nuggets",17,11
"49","Stephen Curry","Golden State Warriors","2/25/17",2016,4,2,59,38,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Brooklyn Nets",20,23
"50","Stephen Curry","Golden State Warriors","11/16/16",2016,1,7,22,7,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Toronto Raptors",-29,11
"51","Stephen Curry","Golden State Warriors","4/4/17",2016,1,10,16,10,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",22,26
"52","Stephen Curry","Golden State Warriors","2/23/17",2016,3,1,52,25,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-12,16
"53","Stephen Curry","Golden State Warriors","3/29/17",2016,1,1,49,1,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-2,8
"54","Stephen Curry","Golden State Warriors","12/28/16",2016,4,0,13,36,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Toronto Raptors",0,16
"55","Stephen Curry","Golden State Warriors","12/20/16",2016,1,1,0,1,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",-9,28
"56","Stephen Curry","Golden State Warriors","11/26/16",2016,3,2,9,26,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",0,26
"57","Stephen Curry","Golden State Warriors","11/26/16",2016,4,5,3,41,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",6,16
"58","Stephen Curry","Golden State Warriors","12/30/16",2016,1,7,31,7,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Dallas Mavericks",2,7
"59","Stephen Curry","Golden State Warriors","12/20/16",2016,1,1,49,1,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",2,21
"60","Stephen Curry","Golden State Warriors","3/29/17",2016,2,0,49,12,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-19,2
"61","Stephen Curry","Golden State Warriors","11/19/16",2016,4,2,47,38,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",15,7
"62","Stephen Curry","Golden State Warriors","11/18/16",2016,3,7,18,31,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",9,-5
"63","Stephen Curry","Golden State Warriors","2/27/17",2016,3,0,25,24,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",0,16
"64","Stephen Curry","Golden State Warriors","3/31/17",2016,3,3,28,27,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Houston Rockets",-1,21
"65","Stephen Curry","Golden State Warriors","12/11/16",2016,2,0,29,12,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",24,31
"66","Stephen Curry","Golden State Warriors","3/16/17",2016,3,0,54,24,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Orlando Magic",19,18
"67","Stephen Curry","Golden State Warriors","12/8/16",2016,3,7,36,31,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",22,0
"68","Stephen Curry","Golden State Warriors","12/5/16",2016,2,1,10,13,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Indiana Pacers",0,8
"69","Stephen Curry","Golden State Warriors","1/16/17",2016,1,4,57,4,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",-1,26
"70","Stephen Curry","Golden State Warriors","3/31/17",2016,3,9,15,33,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Houston Rockets",12,7
"71","Stephen Curry","Golden State Warriors","11/3/16",2016,1,8,59,8,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-4,16
"72","Stephen Curry","Golden State Warriors","2/2/17",2016,3,11,6,35,"shot_yes","Driving Floating Bank Jump Shot","2PT Field Goal",8,"Los Angeles Clippers",76,44
"73","Stephen Curry","Golden State Warriors","2/28/17",2016,2,2,28,14,"shot_yes","Driving Floating Bank Jump Shot","2PT Field Goal",3,"Washington Wizards",30,21
"74","Stephen Curry","Golden State Warriors","3/29/17",2016,4,4,43,40,"shot_no","Driving Floating Bank Jump Shot","2PT Field Goal",10,"San Antonio Spurs",97,31
"75","Stephen Curry","Golden State Warriors","11/1/16",2016,2,0,1,12,"shot_no","Driving Floating Jump Shot","2PT Field Goal",15,"Portland Trail Blazers",-53,149
"76","Stephen Curry","Golden State Warriors","2/11/17",2016,4,5,27,41,"shot_no","Driving Floating Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",25,21
"77","Stephen Curry","Golden State Warriors","11/28/16",2016,4,4,6,40,"shot_no","Driving Floating Jump Shot","2PT Field Goal",10,"Atlanta Hawks",-93,49
"78","Stephen Curry","Golden State Warriors","3/2/17",2016,1,6,16,6,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",3,"Chicago Bulls",4,38
"79","Stephen Curry","Golden State Warriors","12/20/16",2016,2,5,29,17,"shot_no","Driving Floating Jump Shot","2PT Field Goal",11,"Utah Jazz",92,70
"80","Stephen Curry","Golden State Warriors","10/25/16",2016,2,4,58,16,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",7,"San Antonio Spurs",-16,70
"81","Stephen Curry","Golden State Warriors","11/1/16",2016,1,6,45,6,"shot_no","Driving Floating Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",51,134
"82","Stephen Curry","Golden State Warriors","12/28/16",2016,1,8,46,8,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",12,"Toronto Raptors",60,115
"83","Stephen Curry","Golden State Warriors","10/30/16",2016,4,10,0,46,"shot_no","Driving Floating Jump Shot","2PT Field Goal",7,"Phoenix Suns",-16,72
"84","Stephen Curry","Golden State Warriors","3/24/17",2016,3,4,34,28,"shot_no","Driving Floating Jump Shot","2PT Field Goal",5,"Sacramento Kings",6,51
"85","Stephen Curry","Golden State Warriors","11/28/16",2016,4,3,29,39,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",4,"Atlanta Hawks",-4,46
"86","Stephen Curry","Golden State Warriors","11/1/16",2016,3,6,19,30,"shot_no","Driving Floating Jump Shot","2PT Field Goal",6,"Portland Trail Blazers",66,13
"87","Stephen Curry","Golden State Warriors","4/4/17",2016,2,2,11,14,"shot_no","Driving Floating Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",20,57
"88","Stephen Curry","Golden State Warriors","12/3/16",2016,3,1,36,25,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",-7,51
"89","Stephen Curry","Golden State Warriors","10/25/16",2016,4,6,46,42,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",4,"San Antonio Spurs",2,41
"90","Stephen Curry","Golden State Warriors","12/28/16",2016,3,1,36,25,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",10,"Toronto Raptors",-92,51
"91","Stephen Curry","Golden State Warriors","11/3/16",2016,1,5,1,5,"shot_no","Driving Floating Jump Shot","2PT Field Goal",8,"Oklahoma City Thunder",-34,82
"92","Stephen Curry","Golden State Warriors","1/6/17",2016,1,10,56,10,"shot_yes","Driving Hook Shot","2PT Field Goal",4,"Memphis Grizzlies",27,31
"93","Stephen Curry","Golden State Warriors","11/7/16",2016,3,1,11,25,"shot_no","Driving Hook Shot","2PT Field Goal",5,"New Orleans Pelicans",2,57
"94","Stephen Curry","Golden State Warriors","1/2/17",2016,2,1,11,13,"shot_no","Driving Hook Shot","2PT Field Goal",2,"Denver Nuggets",4,26
"95","Stephen Curry","Golden State Warriors","11/18/16",2016,1,7,28,7,"shot_yes","Driving Hook Shot","2PT Field Goal",6,"Boston Celtics",-27,56
"96","Stephen Curry","Golden State Warriors","3/5/17",2016,1,1,56,1,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"New York Knicks",-29,0
"97","Stephen Curry","Golden State Warriors","11/4/16",2016,1,9,44,9,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",1,1
"98","Stephen Curry","Golden State Warriors","1/2/17",2016,1,0,53,0,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Denver Nuggets",1,11
"99","Stephen Curry","Golden State Warriors","3/5/17",2016,3,4,38,28,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-12,3
"100","Stephen Curry","Golden State Warriors","11/4/16",2016,1,8,4,8,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-18,1
"101","Stephen Curry","Golden State Warriors","3/28/17",2016,2,3,53,15,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Houston Rockets",-2,2
"102","Stephen Curry","Golden State Warriors","11/16/16",2016,3,8,1,32,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Toronto Raptors",-19,2
"103","Stephen Curry","Golden State Warriors","10/28/16",2016,4,1,47,37,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"New Orleans Pelicans",4,8
"104","Stephen Curry","Golden State Warriors","12/28/16",2016,2,2,43,14,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Toronto Raptors",-2,2
"105","Stephen Curry","Golden State Warriors","2/28/17",2016,3,4,58,28,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",-6,8
"106","Stephen Curry","Golden State Warriors","12/13/16",2016,1,1,8,1,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,3
"107","Stephen Curry","Golden State Warriors","12/13/16",2016,3,10,42,34,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",12,8
"108","Stephen Curry","Golden State Warriors","11/9/16",2016,3,1,23,25,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",0,28
"109","Stephen Curry","Golden State Warriors","11/28/16",2016,4,6,33,42,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Atlanta Hawks",4,7
"110","Stephen Curry","Golden State Warriors","12/23/16",2016,4,3,48,39,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-1,3
"111","Stephen Curry","Golden State Warriors","1/20/17",2016,3,4,10,28,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",17,11
"112","Stephen Curry","Golden State Warriors","12/23/16",2016,2,4,46,16,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-2,-1
"113","Stephen Curry","Golden State Warriors","1/18/17",2016,1,7,8,7,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-1,26
"114","Stephen Curry","Golden State Warriors","3/2/17",2016,1,0,21,0,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",8,5
"115","Stephen Curry","Golden State Warriors","3/26/17",2016,2,1,44,13,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",2,18
"116","Stephen Curry","Golden State Warriors","1/18/17",2016,1,2,51,2,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-11,26
"117","Stephen Curry","Golden State Warriors","2/10/17",2016,3,4,40,28,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",4,2
"118","Stephen Curry","Golden State Warriors","3/2/17",2016,4,7,41,43,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",-14,2
"119","Stephen Curry","Golden State Warriors","2/1/17",2016,3,6,17,30,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-7,11
"120","Stephen Curry","Golden State Warriors","2/11/17",2016,3,6,48,30,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",28,0
"121","Stephen Curry","Golden State Warriors","2/13/17",2016,3,4,42,28,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Denver Nuggets",-29,-1
"122","Stephen Curry","Golden State Warriors","10/30/16",2016,1,4,2,4,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",19,7
"123","Stephen Curry","Golden State Warriors","2/8/17",2016,2,1,20,13,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",0,21
"124","Stephen Curry","Golden State Warriors","12/30/16",2016,1,2,6,2,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-20,19
"125","Stephen Curry","Golden State Warriors","2/28/17",2016,3,1,45,25,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",15,7
"126","Stephen Curry","Golden State Warriors","2/11/17",2016,3,2,5,26,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,7
"127","Stephen Curry","Golden State Warriors","1/22/17",2016,1,0,0,0,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,8
"128","Stephen Curry","Golden State Warriors","10/25/16",2016,3,1,16,25,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,13
"129","Stephen Curry","Golden State Warriors","2/4/17",2016,1,2,7,2,"shot_yes","Driving Layup Shot","2PT Field Goal",3,"Sacramento Kings",-20,28
"130","Stephen Curry","Golden State Warriors","1/8/17",2016,3,1,59,25,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",24,8
"131","Stephen Curry","Golden State Warriors","3/2/17",2016,4,6,46,42,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",14,3
"132","Stephen Curry","Golden State Warriors","3/20/17",2016,1,1,29,1,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-4,3
"133","Stephen Curry","Golden State Warriors","10/25/16",2016,2,3,34,15,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-1,7
"134","Stephen Curry","Golden State Warriors","12/11/16",2016,3,10,22,34,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",12,7
"135","Stephen Curry","Golden State Warriors","12/11/16",2016,1,1,14,1,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",6,21
"136","Stephen Curry","Golden State Warriors","3/18/17",2016,2,0,38,12,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",1,13
"137","Stephen Curry","Golden State Warriors","2/27/17",2016,3,8,3,32,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",19,2
"138","Stephen Curry","Golden State Warriors","12/15/16",2016,2,7,40,19,"shot_no","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",9,8
"139","Stephen Curry","Golden State Warriors","11/13/16",2016,2,2,6,14,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",0,21
"140","Stephen Curry","Golden State Warriors","2/27/17",2016,4,3,42,39,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-9,16
"141","Stephen Curry","Golden State Warriors","2/27/17",2016,2,4,51,16,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",10,11
"142","Stephen Curry","Golden State Warriors","2/4/17",2016,2,1,36,13,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",28,2
"143","Stephen Curry","Golden State Warriors","11/26/16",2016,3,1,48,25,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,18
"144","Stephen Curry","Golden State Warriors","3/2/17",2016,4,1,27,37,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",9,21
"145","Stephen Curry","Golden State Warriors","3/2/17",2016,2,2,38,14,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",9,3
"146","Stephen Curry","Golden State Warriors","1/28/17",2016,3,9,46,33,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",9,7
"147","Stephen Curry","Golden State Warriors","3/29/17",2016,4,2,8,38,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-6,8
"148","Stephen Curry","Golden State Warriors","1/25/17",2016,4,4,48,40,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-12,3
"149","Stephen Curry","Golden State Warriors","1/25/17",2016,1,5,29,5,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-14,7
"150","Stephen Curry","Golden State Warriors","1/6/17",2016,1,3,33,3,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",14,23
"151","Stephen Curry","Golden State Warriors","12/7/16",2016,1,2,10,2,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",20,18
"152","Stephen Curry","Golden State Warriors","1/28/17",2016,2,4,40,16,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",20,16
"153","Stephen Curry","Golden State Warriors","3/5/17",2016,3,1,23,25,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"New York Knicks",-6,3
"154","Stephen Curry","Golden State Warriors","10/25/16",2016,3,3,35,27,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",0,"San Antonio Spurs",8,5
"155","Stephen Curry","Golden State Warriors","2/25/17",2016,4,4,45,40,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",3,"Brooklyn Nets",2,31
"156","Stephen Curry","Golden State Warriors","12/3/16",2016,2,0,28,12,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Phoenix Suns",10,13
"157","Stephen Curry","Golden State Warriors","3/18/17",2016,3,5,16,29,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",-11,7
"158","Stephen Curry","Golden State Warriors","12/28/16",2016,4,5,24,41,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Toronto Raptors",-12,11
"159","Stephen Curry","Golden State Warriors","11/3/16",2016,3,2,58,26,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-9,16
"160","Stephen Curry","Golden State Warriors","11/3/16",2016,1,9,54,9,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-6,11
"161","Stephen Curry","Golden State Warriors","1/6/17",2016,1,5,35,5,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,11
"162","Stephen Curry","Golden State Warriors","3/2/17",2016,3,11,22,35,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",2,"Chicago Bulls",24,11
"163","Stephen Curry","Golden State Warriors","1/20/17",2016,1,10,37,10,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Houston Rockets",15,11
"164","Stephen Curry","Golden State Warriors","1/25/17",2016,3,1,45,25,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",0,"Charlotte Hornets",-7,0
"165","Stephen Curry","Golden State Warriors","1/22/17",2016,1,4,18,4,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",2,"Orlando Magic",28,7
"166","Stephen Curry","Golden State Warriors","3/6/17",2016,4,1,59,37,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Atlanta Hawks",19,2
"167","Stephen Curry","Golden State Warriors","3/16/17",2016,3,3,14,27,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Orlando Magic",-7,13
"168","Stephen Curry","Golden State Warriors","1/18/17",2016,4,2,13,38,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-2,13
